step_time,reward,total_stopped,total_wait_time,average_wait_time
5.0,0.0,0,0.0,0.0
10.0,0.0,0,0.0,0.0
15.0,-0.03,3,3.0,1.0
20.0,-0.23,6,26.0,4.333333333333333
25.0,-0.30999999999999994,7,57.0,8.142857142857142
30.0,-0.06000000000000005,4,63.0,15.75
35.0,0.010000000000000009,5,62.0,12.4
40.0,0.15999999999999998,6,46.0,7.666666666666667
45.0,-0.31,7,77.0,11.0
50.0,0.16000000000000003,3,61.0,20.333333333333332
55.0,0.0,8,61.0,7.625
60.0,0.07999999999999996,4,53.0,13.25
65.0,-0.039999999999999925,4,57.0,14.25
70.0,0.15999999999999998,2,41.0,20.5
75.0,0.21999999999999997,3,19.0,6.333333333333333
80.0,0.04000000000000001,2,15.0,7.5
85.0,-0.06,3,21.0,7.0
90.0,-0.060000000000000026,6,27.0,4.5
95.0,-0.28,7,55.0,7.857142857142857
100.0,-0.12,6,67.0,11.166666666666666
105.0,-0.08999999999999997,6,76.0,12.666666666666666
110.0,0.07000000000000006,6,69.0,11.5
115.0,-0.40000000000000013,8,109.0,13.625
120.0,0.1200000000000001,4,97.0,24.25
125.0,0.20999999999999996,7,76.0,10.857142857142858
130.0,0.08999999999999997,6,67.0,11.166666666666666
135.0,0.0,7,67.0,9.571428571428571
140.0,-0.019999999999999907,6,69.0,11.5
145.0,-0.040000000000000036,6,73.0,12.166666666666666
150.0,0.05999999999999994,4,67.0,16.75
155.0,0.27,3,40.0,13.333333333333334
160.0,0.07,5,33.0,6.6
165.0,-0.29,9,62.0,6.888888888888889
170.0,-0.20999999999999996,8,83.0,10.375
175.0,-0.2600000000000001,9,109.0,12.11111111111111
180.0,-0.10999999999999988,9,120.0,13.333333333333334
185.0,-0.5,11,170.0,15.454545454545455
190.0,0.1399999999999999,7,156.0,22.285714285714285
195.0,0.56,6,100.0,16.666666666666668
200.0,0.20999999999999996,5,79.0,15.8
205.0,0.07000000000000006,8,72.0,9.0
210.0,-0.09999999999999998,6,82.0,13.666666666666666
215.0,-0.08000000000000007,6,90.0,15.0
220.0,0.20000000000000007,4,70.0,17.5
225.0,0.38999999999999996,2,31.0,15.5
230.0,0.26,2,5.0,2.5
235.0,-0.4,9,45.0,5.0
240.0,-0.21000000000000002,5,66.0,13.2
245.0,-0.25,9,91.0,10.11111111111111
250.0,-0.05999999999999994,9,97.0,10.777777777777779
255.0,-0.47,10,144.0,14.4
260.0,0.1399999999999999,6,130.0,21.666666666666668
265.0,0.49,6,81.0,13.5
270.0,0.28,4,53.0,13.25
275.0,0.06000000000000005,7,47.0,6.714285714285714
280.0,-0.030000000000000027,5,50.0,10.0
285.0,-0.10999999999999999,7,61.0,8.714285714285714
290.0,0.06999999999999995,2,54.0,27.0
295.0,0.10000000000000003,4,44.0,11.0
300.0,0.28,1,16.0,16.0
305.0,-0.1,8,26.0,3.25
310.0,-0.21999999999999997,5,48.0,9.6
315.0,-0.32000000000000006,9,80.0,8.88888888888889
320.0,-0.07999999999999996,7,88.0,12.571428571428571
325.0,-0.4,9,128.0,14.222222222222221
330.0,0.09000000000000008,5,119.0,23.8
335.0,0.48,4,71.0,17.75
340.0,0.22999999999999998,6,48.0,8.0
345.0,-0.07000000000000006,8,55.0,6.875
350.0,-0.09999999999999998,4,65.0,16.25
355.0,-0.07999999999999996,6,73.0,12.166666666666666
360.0,0.17999999999999994,2,55.0,27.5
365.0,0.26000000000000006,3,29.0,9.666666666666666
370.0,0.19999999999999998,1,9.0,9.0
375.0,-0.04000000000000001,6,13.0,2.1666666666666665
380.0,-0.27999999999999997,5,41.0,8.2
385.0,-0.24000000000000005,8,65.0,8.125
390.0,-0.13,7,78.0,11.142857142857142
395.0,-0.3699999999999999,8,115.0,14.375
400.0,0.16999999999999993,5,98.0,19.6
405.0,0.37,4,61.0,15.25
410.0,0.29,3,32.0,10.666666666666666
415.0,-0.13,8,45.0,5.625
420.0,-0.19,5,64.0,12.8
425.0,-0.17999999999999994,8,82.0,10.25
430.0,0.13,3,69.0,23.0
435.0,0.41999999999999993,4,27.0,6.75
440.0,0.14,2,13.0,6.5
445.0,-0.010000000000000009,2,14.0,7.0
450.0,-0.25,6,39.0,6.5
455.0,-0.29999999999999993,6,69.0,11.5
460.0,-0.13,7,82.0,11.714285714285714
465.0,-0.37,9,119.0,13.222222222222221
470.0,0.17999999999999994,5,101.0,20.2
475.0,0.54,4,47.0,11.75
480.0,0.18999999999999995,2,28.0,14.0
485.0,0.0,5,28.0,5.6
490.0,-0.24,5,52.0,10.4
495.0,-0.22999999999999998,7,75.0,10.714285714285714
500.0,0.14,3,61.0,20.333333333333332
505.0,0.35,2,26.0,13.0
510.0,-0.14,4,40.0,10.0
515.0,0.26,0,14.0,0.0
520.0,0.0,6,14.0,2.3333333333333335
525.0,-0.2,4,34.0,8.5
530.0,-0.18,6,52.0,8.666666666666666
535.0,-0.06999999999999995,6,59.0,9.833333333333334
540.0,-0.3400000000000001,8,93.0,11.625
